Var1,Var2,Var3,Var4
0.173535420982671,0.371218830004944,0.145926914708494,0.387428490316937
0.122842858352964,0.411698895247725,0.118262559460671,0.382524607486568
0.128690872665696,0.351703868158849,0.15659017188463,0.366936514973321
0.139473595142918,0.325538100847484,0.241458149289977,0.366326634791107
0.108468120598263,0.329991617105555,0.322143781543047,0.320376482089515
0.145538560940328,0.345741008521827,0.391276682742923,0.31170501530645
0.186690476709415,0.32575107992516,0.381496698468932,0.245411026592846
0.186630219757343,0.334244527336758,0.393044479809488,0.298245284826241
0.199257646950138,0.290396300552908,0.387472649436291,0.28078543741249
0.206420465912494,0.282825976040154,0.385118924347362,0.306111269792387
0.200697055449377,0.271326146293908,0.370433943331618,0.368689289356169
0.227560645895919,0.304928377799272,0.362464744466338,0.339725715460073
0.206969960042084,0.284992160755288,0.388877113557135,0.326942832692487
0.28647979616768,0.251782952263379,0.398983459401233,0.305280247702219
0.280873319504088,0.21949623162672,0.3577219517593,0.293227339822145
0.284332063271985,0.230136370346274,0.364139739797314,0.325817617070064
0.320930424198822,0.203875794885503,0.429580385279805,0.257151780807812
0.321571514061799,0.262542555126506,0.425997978507481,0.296764663283947
0.316925406957217,0.282972949355869,0.433231865533699,0.320651646825922
0.286461786616752,0.293728380528095,0.38045274546844,0.325597486802224
0.29618341326057,0.287480363991093,0.354245408838884,0.344787056217837
0.24720250711183,0.297923227673531,0.337693228794577,0.331408494098523
0.273113720290177,0.342551782891851,0.34235192755983,0.372141044307726
0.329361825022473,0.263036342287428,0.368301771942738,0.373461635705119
0.304159745251477,0.308794296875686,0.314787409003097,0.353642633626598
0.332361201220867,0.29436879960978,0.302344748782825,0.339938910810699
0.370234482288783,0.293576114799023,0.27628889147654,0.382015530263471
0.316911414376564,0.323385959214831,0.248839381269813,0.381664810869782
0.264566807233778,0.341287329731552,0.262320631380544,0.372864683585613
0.284820535307329,0.284104568321623,0.313114086060882,0.384597965397308
0.269756906425625,0.229084321447833,0.327526189646156,0.379915181554969
0.294049690609984,0.250271721466325,0.347674501431866,0.388070067514996
0.321493590273279,0.217389983236091,0.379824645972715,0.381489939097397
0.343699105643241,0.161828732958738,0.403788534256068,0.393367338474399
0.381071091073153,0.151891646559642,0.36488107809111,0.423767819023455
0.396997877799536,0.141243688461753,0.362123803964047,0.411928314083313
0.423104105872189,0.109586682738132,0.364192870254962,0.424487629809531
0.391308583015042,0.0841231025116086,0.424657064692327,0.412642248303459
0.388437820151478,0.0935208190948478,0.440157370468593,0.401700371525002
0.381779947182112,0.05578619019571,0.439161267247807,0.397721438412111
0.329850311572237,0.0849517222421712,0.443319164138393,0.388114969715533
0.336842553465765,0.103869139626253,0.395531549417459,0.369161631303182
0.299146609267058,0.0991286061775415,0.322106302146317,0.321902560002217
0.345942542743144,0.100940947284512,0.307969901014574,0.283216807004155
0.31741896585475,0.0813851248501668,0.34969349049834,0.302228517333094
0.333903424555554,0.0622246774485795,0.365090387619959,0.350815475277983
0.33951281569448,0.0720792842629631,0.357524959064617,0.307612751791997
0.306656229298286,0.0951960237885642,0.354459954876218,0.289434953919581
0.227602153511103,0.13278235238542,0.406744390651858,0.316118209791856
0.225920551940908,0.131033637511542,0.433272315767345,0.311559205131791
0.190602451408671,0.152041466790586,0.423433162103412,0.350059465986455
0.213407426330079,0.220861101155815,0.413558862877041,0.32345209787942
0.232380700113589,0.30290543516687,0.413053682642414,0.307976308263355
0.293737837739605,0.28865206011438,0.420517596011602,0.243399834450125
0.313533644928058,0.362536319420338,0.38761422374708,0.207326138175181
0.289733580563366,0.355597928654432,0.29808692948944,0.250969697990945
0.302369191240536,0.330969540538962,0.278083706807632,0.261877797918722
0.265302116720195,0.347797164565232,0.352708051637438,0.244414259973858
0.264287844524576,0.344370750473836,0.331195579535722,0.255622884364542
0.262254598329711,0.378064138158785,0.374519669483273,0.232693739536438
0.262008871140759,0.394023920608464,0.404625369434921,0.252381276196948
0.250245398066662,0.346025995943096,0.419770647823952,0.187725973820646
0.289687918273622,0.23819631873954,0.4145287876134,0.227753867613826
0.221281280918527,0.258031281315737,0.411333828787512,0.23311813918243
0.237301311408575,0.221376264097131,0.382811822060511,0.254633080380009
0.269998390557263,0.254789753565522,0.349431797381179,0.230943886686453
0.295729162496882,0.311091823745623,0.366989812161359,0.187198842111774
0.31496911295266,0.275248459327668,0.389682693906591,0.146152135561324
0.315087726051723,0.310404763550147,0.435504698774511,0.0937035258931737
0.336589964262632,0.314689538996036,0.420702217932504,0.0995544475639454
0.353231595712722,0.292913555781899,0.430700440448888,0.0677173215392189
0.34319229038136,0.345491675400013,0.455105974291123,0.0969496393197197
0.329032107130496,0.326720792022604,0.477933237738226,0.085336617867863
0.317506715602994,0.364516670166442,0.468774961530729,0.120420038671032
0.263947867530171,0.406034598159457,0.444862818179121,0.121089815303403
0.255189896134162,0.343585320353179,0.438645524103538,0.0958304747975457
0.25937785127637,0.422386607244292,0.445103788859694,0.101015214395057
0.27057249079438,0.446288183883298,0.436849450868828,0.149065041300053
0.320977114270775,0.460084396217406,0.44901743532473,0.13861402123977
0.307528824806457,0.446099827526219,0.419165454018211,0.131214288057199
0.327698117803952,0.439141484852764,0.440062678509935,0.145432724483075
0.352205902046479,0.40709632493867,0.454109349718187,0.163171622012321
0.378604162463953,0.37025501533305,0.459061389562792,0.150904808584028
0.34623802076429,0.340263097614604,0.472216683110001,0.172470653759327
0.351192530806238,0.357287249383515,0.476218198250862,0.15057081654246
0.356775738543623,0.406683252178452,0.478544783144119,0.147701676407079
0.321999641603056,0.434051249897646,0.461487310337342,0.187454967430829
0.294853915391904,0.421344411343188,0.445261546255509,0.221902895633725
0.331194544704164,0.361090376830025,0.41334668411439,0.276288140917801
0.325240208613302,0.366270473751346,0.371535853353855,0.297831890354322
0.33676720971757,0.341172784449373,0.372260159548469,0.323862837347786
0.338011416741252,0.278063117375446,0.363360449437734,0.299624287086619
0.314997756373139,0.293486085196175,0.351503313647687,0.313182728889662
0.294193229536906,0.312947074012591,0.369062477684982,0.331663875672927
0.308869330684765,0.340457607807347,0.368116689688496,0.324869178812081
0.274034704853245,0.329978708209705,0.365530425957361,0.372755559354427
0.301356919290177,0.314293283868636,0.376712763672776,0.408233673422823
0.32001978133886,0.305909598679347,0.358930106723335,0.39662966673872
0.290004689144761,0.298701219587714,0.322715323812774,0.362350673771107
0.279719247995024,0.305361870308543,0.319685935768425,0.308869419580109
0.236160814602034,0.359817867557547,0.30106017355942,0.312577523326032
0.159864951502249,0.361493524709853,0.354336928987836,0.280760721089326
0.194935465939654,0.378719123295366,0.34484258604965,0.256498440192738
0.17816191405684,0.427960885217354,0.310880355221684,0.299187011802756
0.19078882085642,0.41810957549933,0.304377556454735,0.266169225240081
0.20012581919489,0.431292187370607,0.358931376796806,0.277587884658703
0.20186823408361,0.434682043512243,0.400836288662831,0.254702285123986
0.168384141253647,0.414002330854708,0.369381316751274,0.210181012643023
0.139637657196932,0.339783580758246,0.370139139803565,0.252264946394946
0.130339353967558,0.25489233281553,0.375388737694561,0.283518256249358
0.0996793524665166,0.242237376952328,0.42905269121738,0.307878716336808
0.0770690303496656,0.220345226063742,0.43288733217746,0.312650102364992
0.116265435936949,0.206385874396595,0.462982677226851,0.30943510951692
0.120102647921277,0.158990664222679,0.459282053992406,0.30864205419613
0.09034799376619,0.168166384471725,0.453098684264645,0.33429067207036
0.0917946127948076,0.176702644350332,0.469936108912146,0.332625165951422
0.0690709883105048,0.154374184496036,0.467161307786202,0.305521716074733
0.0473773363554891,0.181296486636793,0.460540905104127,0.276083705627299
0.0456332323097927,0.130025879045289,0.44649354288837,0.326755790468903
0.0643343064892761,0.102721042559444,0.439699863872572,0.32914888760118
0.069321979000942,0.0986255879649091,0.429091118929151,0.270791072790139
0.0861489095556521,0.0711146098227182,0.452262717670802,0.251837593731748
0.0637426217093217,0.102413358138545,0.435094285877267,0.239263325393111
0.0576216677119973,0.147973159191089,0.435876077948711,0.258754122798724
0.0553706145551764,0.157386460079293,0.432495929488213,0.311809689330364
0.0390135946471903,0.116659762876463,0.352601754776212,0.355395670861367
0.0257909080214397,0.138216585446313,0.380824670121326,0.351468156801434
0.0383613287815174,0.073853473394167,0.402281702584061,0.341689613956996
0.0406348389088785,0.0654186789125229,0.389215632436423,0.355407225452773
0.0343419784121644,0.151204146953552,0.304209029842529,0.374154530759899
0.0476207396950687,0.167312596224921,0.268629573033719,0.383565863849013
0.0536895268157239,0.132563342945459,0.28818374151697,0.38306438454426
0.0407178594200227,0.162509598864378,0.314045267647889,0.35988920968601
0.0652825774696114,0.154961805599286,0.292789872890818,0.332446660174332
0.0736155434394146,0.19146369527201,0.331812238803055,0.328943441690967
0.11206674896151,0.180062260581892,0.319884534447023,0.303953582200958
0.14797715164206,0.228718537662803,0.318638218691579,0.26332023820487
0.128982773579277,0.265681840193735,0.267619310426854,0.270117245141823
0.0958836043153486,0.273085768820768,0.324375058724068,0.211891226127052
0.0964778421694845,0.261809618849164,0.327640310998152,0.214379677982026
0.0907522121969417,0.270818847466749,0.262208802316718,0.248950914852862
0.0740456157134655,0.263504298513676,0.16369861775325,0.247753450869442
0.0876991733114308,0.260369580979142,0.174066410969695,0.220468007486516
0.129965343172379,0.285359246948165,0.179561748161823,0.200096005613979
0.11636040897254,0.25593892720299,0.192362673740236,0.19980106910978
0.0961947505127524,0.226811737903872,0.178150814446768,0.189419580094175
0.0925160462399984,0.227004412856818,0.179718007443775,0.156766705475388
0.112158654769395,0.201545912522978,0.174104375311442,0.185684270588414
0.0923372590296738,0.152255810426201,0.177236869379068,0.222033516528244
0.0680536143028062,0.182919963099952,0.210883980969078,0.215385458268053
0.0680961120157701,0.175194856350851,0.224218895478261,0.243759772166868
0.0692278482215915,0.127095615632017,0.196468148902328,0.236432811547707
0.0821323030122137,0.117919981907911,0.176112556081476,0.2908364419165
0.0716499134991005,0.116139527056472,0.227769748043509,0.252628238913613
0.0710093903398983,0.0634681046308278,0.156299810609775,0.213022319296753
0.0647566712118542,0.0430816069964691,0.159142665387286,0.24650982297547
0.065644992146886,0.0238628035452013,0.160339302427323,0.274197570328737
0.103259304350614,0.0380288033569746,0.144352414889597,0.276569661324667
0.0904037798991915,0.0382507190111645,0.112190822644478,0.305679899806391
0.0636930146353465,0.0577474009868277,0.117268488555725,0.361467123577828
0.0756957978657298,0.0709380423142712,0.133419251972028,0.342514961859418
0.0601039435982114,0.0838499024661229,0.193497337700862,0.312218547281259
0.0631863899091433,0.0714526929784126,0.178420943344641,0.383920401461134
0.0542360009958006,0.080058195113682,0.149421350121929,0.366519159400501
0.0664911105747663,0.0559725192734006,0.151325971410893,0.28606552321999
0.0806162942397362,0.0464331966909251,0.174046418228498,0.301936458181358
0.0785498726087007,0.0391041491177992,0.126057546992771,0.262154656726876
0.0434868810792572,0.0440528525707241,0.14953976478261,0.25178588739478
0.0477135412647236,0.0246578072718207,0.183585604936347,0.224827526900296
0.0802990453476808,0.0153549073009882,0.18246487247849,0.215044245347849
0.107850550775198,0.01809527762853,0.18262519756858,0.245285737946064
0.0724860674237393,0.0338421516839544,0.194388937433477,0.267825946244581
0.0732956828959892,0.040644238119188,0.172992268724804,0.246900780880892
0.0621388859453672,0.0368520371566936,0.172717964409068,0.204029777518956
0.0469735255170796,0.0383009302880773,0.200828429645578,0.280914261826372
0.0324648250767211,0.0414886749338313,0.190628000877891,0.291110264307989
0.0380685697364144,0.0791647699174052,0.154300122313122,0.236306011038902
0.0346732112641082,0.0800118170487917,0.205659068284442,0.257621280900772
0.0374233757621984,0.105410202298996,0.221128035610589,0.260731712530359
0.0348255414209125,0.105664775313057,0.262679323804738,0.251453707426501
0.0313149191502939,0.0879316509286004,0.282953624536197,0.27141175455647
0.0378471374558329,0.097975722354746,0.249152809105298,0.249619407581556
0.050732930468867,0.129305713919456,0.309928282365242,0.242979645519349
0.0969671065694095,0.0871727623433256,0.30789279768402,0.185746299393161
0.0686176813009952,0.0660495641327605,0.279517808454361,0.191726233193309
0.052217891815585,0.0647429201779471,0.248652837141928,0.187731218488551
0.0742848708474901,0.0767232378009697,0.245352565890366,0.107757099396606
0.068664837808064,0.0605861838835029,0.26827371910791,0.0541550119911125
0.0465866980113174,0.0515894454031753,0.281740825789418,0.0703290998442115
0.0539852722987178,0.0651620873812969,0.259108825769201,0.0579825838232331
0.0880946893904228,0.0446659933475171,0.243925822013176,0.0573566767874784
0.108482004981282,0.064912466604953,0.284425198618887,0.0412389176368373
0.170306615820353,0.0858490665384204,0.25849704304491,0.0417207502753491
0.188996631582101,0.0739901242918688,0.245632124758529,0.0311140757457447
0.256886039923097,0.0914965597185093,0.310644430952423,0.0540747444657811
0.244424863518498,0.128849001475982,0.250882937421206,0.0701862320842437
0.20362571204995,0.140458336601119,0.260908014729631,0.0367796847528979
0.197123478826291,0.170064020114403,0.236240853633048,0.0619923756276093
0.240740168598287,0.1759134702397,0.243903881266936,0.0614355486807304
0.20094706714161,0.177902451374021,0.291145304872255,0.0699272522521754
0.224552408446936,0.176829206042375,0.306582247281168,0.0954061163668078
0.203613030058294,0.145809728046497,0.348542152475317,0.108382166357039
0.224195130335751,0.125163991934719,0.314984281583255,0.143955176853856
0.185901972100623,0.126440055391743,0.353126800884229,0.120456612682881
0.190122702963274,0.159176712150169,0.338220974552277,0.0926733744325501
0.12680967259164,0.141885084579336,0.316313324534552,0.1037657067463
0.114916404025996,0.192639166997659,0.373544437198947,0.107456102681234
0.130470024926799,0.166123270945736,0.341554568096559,0.0859695635396767
0.123198023441929,0.189582336148829,0.326717502447089,0.0868504563004208
0.163684656875597,0.147363702890525,0.328257660343275,0.054951842827345
0.145077487831133,0.12310935694292,0.335526448295394,0.0701244111345712
0.0836955451402041,0.111994154546705,0.343434864670688,0.0780247615388207
0.0606036550189905,0.120510451392013,0.366069425308776,0.096129490032157
0.0850945039303574,0.18185155014256,0.375911698099416,0.130802090338181
0.0849270685844329,0.1869512567948,0.364091437525717,0.113947317190121
0.0965536816614003,0.174165956679003,0.350465714481597,0.104073523330996
0.124550293488921,0.193145590019455,0.339145966277204,0.103871230037137
0.0735249459717083,0.154060946548037,0.278077991873383,0.125233366012695
0.063032923353744,0.152762515171828,0.275575666469135,0.160330019619716
0.0528153527317228,0.169125326694329,0.282878925372128,0.175028323300616
0.039637650312806,0.160913053941726,0.35568162262801,0.174625903519779
0.0392977884538401,0.157132512604372,0.371107021482179,0.216179526699847
0.0668086416176554,0.164734854360732,0.39192095406585,0.202560689124828
0.0684857934523708,0.180480112606444,0.358375145959537,0.254880595381122
0.099005004033933,0.241291784655452,0.337938004710273,0.212145404258851
0.0844923490739416,0.312813547313562,0.271092745901803,0.204549360436775
0.0871307796335772,0.335114045517241,0.303328619400851,0.191386446791241
0.0721882118908679,0.286341525939859,0.282902950592586,0.119112273189176
0.0877422177400792,0.298485731358397,0.260435368728238,0.100962748871886
0.084321554904444,0.27733248261242,0.26113974219716,0.0997671181340273
0.0984346495597765,0.239001360641479,0.270368430363395,0.0906620891553878
0.118784677910958,0.264488828653375,0.296526059931661,0.112920052917806
0.118813801923859,0.281629277876536,0.289862830504834,0.101161185573782
0.147668061927178,0.274035934364838,0.304429442869469,0.120956537925021
0.22867252536155,0.25989096523074,0.332720150907027,0.11153342022001
0.248090805137726,0.227595869488521,0.333268844811311,0.0859876181461871
0.247701904449923,0.164104857278239,0.271427743518925,0.11737944575775
0.280742870846926,0.116055948476972,0.296572969134923,0.13108275033457
0.282130595863047,0.0880231419394017,0.296941366888526,0.10474491414503
0.241470780127375,0.0808779869162221,0.289460033115369,0.11409026248007
0.259245023216685,0.0873845208830464,0.259366324136167,0.11541659005851
0.25887702766126,0.0954111827123871,0.294703257653651,0.106824442198709
0.248682832104028,0.0697231926542195,0.229591558557279,0.0935601246999797
0.294624263263172,0.0876199115212086,0.228414309114994,0.109143799174727
0.356105268929167,0.100622622365683,0.261088784702903,0.141133122512725
0.337458576643531,0.144594178906733,0.244328236293017,0.132467435857545
0.339189953760323,0.130984000833412,0.177102695669113,0.180008447491577
0.310283440349459,0.132890337587721,0.165395993864942,0.192433571820779
0.33219678429807,0.119654210535458,0.132148010214573,0.229836477368914
0.247203958281296,0.143235631821237,0.191448165421481,0.211321433412009
0.28301710164428,0.180750873871462,0.168141496971086,0.231635798964339
0.29016280576435,0.199434285079247,0.162443256304461,0.16889849136815
0.298619234865698,0.299906449405949,0.183397193960576,0.247823049001556
0.338954127807499,0.293260921585922,0.190559476829554,0.24032860372936
0.32818691968934,0.307481656737552,0.174768252025371,0.266416812637226
0.322200291657924,0.235803778782105,0.218202256841297,0.310601583105003
0.276207647737788,0.216436089977727,0.214831703450242,0.335566331701681
0.215590121618011,0.15268890984691,0.23578576386787,0.295591967174384
0.191466564337413,0.151055430613502,0.234963519166775,0.28502617279446
0.202446787013141,0.11374093386518,0.188295396271218,0.273962046875992
0.184549768485148,0.0982255190146253,0.15338942938994,0.287256092729278
0.142178526919649,0.0791860478057632,0.16027535716995,0.292030647106518
0.179077048631132,0.0782330726299206,0.117364920260187,0.294044193288998
0.156825966398699,0.103557172974841,0.139421905387892,0.358512153458899
0.158203926355013,0.151098491669975,0.152772201987878,0.410443749054742
0.159899100159505,0.166868510074367,0.174510206217152,0.452286831046837
0.153538222564767,0.150260973101932,0.178472221918721,0.465853144253949
0.168281109068884,0.157854060129836,0.217674268362975,0.451336817865433
0.161138162473022,0.135413096486644,0.194883915990485,0.414814026175238
0.112626868542171,0.110397547361186,0.212751989875652,0.393367847207111
0.088558205313599,0.0781375802256472,0.258414270419328,0.408994104694226
0.0969664899488236,0.0453831866241497,0.259318371196798,0.404957692044336
0.0706475636065493,0.0466313163424513,0.284052517112273,0.400539155892583
0.0661126759101915,0.0602961251374039,0.258660503156841,0.393866908063772
0.0515085831502329,0.06665605918388,0.256922510415165,0.422314868476452
0.0365869884533046,0.0689389513450085,0.2011533471171,0.440469070879885
0.0269113338327004,0.0718051467987152,0.16548114180224,0.435850169526321
0.024766837629371,0.0631276670984537,0.159834941946347,0.443090696692282
0.0282704531277743,0.10910836313986,0.111240831525987,0.464251382809579
0.0288954993780663,0.105565658724463,0.0726098049249344,0.459254217154852
0.0443887132864627,0.0741848720806299,0.0727956340390119,0.400641159477034
